ReferenceSignature,QuestionedSignature,Centroids,Transitions,Ratios,BlackPixels,Normalized,Angles,NormalizedBlacks
R004,Q071,209.58291915134689,521.8898351184855,678.4081732375935,21759.92959547434,18095.04246308384,171.90305066942926,3.751985547981469
R004,Q072,95.29428104561154,650.963900688817,99.56562772562182,11471.23363025965,10155.961998219003,144.13568310167847,4.025618264639848
R004,Q073,122.43773928001121,577.9134883354083,69.09699179104672,10683.428709922671,31813.083163472547,112.66422362007737,3.8414097149148434
R004,Q074,133.9776100697426,389.34560482943687,62.75619324037646,7536.71606205249,5443.1187795712995,89.14362001366611,2.225825025522058
R004,Q075,109.60383204979651,486.889104417012,74.40030329849435,11228.51147748445,5038.495343587329,108.13987731934536,2.3421068072287783
R004,Q076,241.3772980211685,683.8859554048468,65.27637068283674,11614.716828231329,5841.37558971944,112.85396519257748,3.076276080538632
R004,Q077,147.29562111617574,592.695537354551,46.426202223495274,16734.24551630578,5462.078754955069,136.14977170381832,3.344727011671492
R004,Q078,105.62670116973264,531.3454620112983,64.87648607835122,9791.367830900848,6176.00543783092,114.22550554014954,2.960178359980923
R004,Q079,77.44029958619737,701.8226271644425,54.46969913698419,10873.192907329474,5649.198618477669,94.5549753238482,3.3526873909960258
R004,Q080,67.23838189605696,614.8316842844064,46.680027726336945,8532.915445496927,5628.429070193484,124.36245983245334,3.3370210708165517
R004,Q081,132.89469515371937,819.2295160698252,74.03415595163614,13634.54949750816,9182.183610708787,196.05608865823007,3.871567726514422
R004,Q082,120.37441588643328,646.265425347821,76.95612373169755,13447.432282781721,6217.805184816989,146.91541514352798,3.598944317606103
R004,Q083,234.93403329445482,883.3561003355329,87.8208335720831,16617.994193042672,5867.193558503508,225.7607093687036,5.037946836779539
R004,Q084,277.7840888171963,630.2943756690203,82.47622525444181,21574.149624029218,6015.942571997571,130.46507995310074,3.620460757610035
R004,Q085,41.60528812542944,590.4218830632889,54.66745087739255,9481.689511896073,5822.879077905845,124.33781151981535,3.338632762926994
R004,Q086,142.25329521666626,490.37230753785434,76.17525428548068,8194.667351393831,5541.0652215693235,166.76986057962682,4.355190666446197
R004,Q087,214.59496732216252,552.4979637971528,41.74837820065931,8407.665490491401,14366.355110305609,105.34261619837075,2.843046047783787
R004,Q088,159.4082808388573,663.0942617758052,136.39654495553222,11305.547222492152,6038.124909608955,112.92370930299847,3.127785795537648
R004,Q089,52.191953402799555,661.3365255299302,64.46740918906107,11502.164491955416,5689.347295015465,109.51609656161023,3.3524721336249503
R004,Q090,165.3420696616563,584.5613740232927,55.1443520406325,8083.21563488195,6743.0766487701485,130.50114934303036,3.186311431528613
R004,Q091,84.10112960002381,422.8226578602429,66.84016987879383,11010.452125140002,6868.925761741436,139.0245388854171,3.766158130622769
R004,Q092,192.34344283078642,605.441987311749,75.41322837513296,16543.5889093026,5647.2421993186035,151.58030724708027,3.462497392637179
R004,Q093,156.13455735358525,440.7799904714369,56.036371576342965,10944.181193675478,5546.706128486583,103.07021943007597,2.2985711505338338
R004,Q094,344.71727545917975,1088.671208400406,78.96629320626414,43038.705173366914,5946.069901746046,186.66479079916536,4.3795849671059806
R004,Q095,92.03803561571705,436.91303482500956,86.35676706884121,10280.803762352436,5812.942292587908,117.38055247751137,3.8605234814193854
R004,Q096,93.75499986667377,440.1590621582157,104.46199403559383,7595.010138242082,21315.41354263526,142.02590449697993,3.289715514661143
R004,Q097,159.49608145656745,784.8241841329815,1366.614313250378,13475.790366431202,30752.902948111576,140.51145838685756,4.127110859924487
R004,Q098,176.5757627762089,607.8124710796908,320.8746594491059,16144.518760248011,6170.783569859147,143.52222766141946,3.0324813174885077
R004,Q099,40.08740450565489,700.1249888412783,65.7042279288869,11701.77268622152,5726.413481293079,112.93802042447976,3.1599140731674114
R004,Q100,167.3290172086121,583.781637258316,53.086149974086744,10496.476456411456,90308.06978839563,175.11065556079888,3.2787872293443754
R004,Q021,240.96680269281907,805.0211177354294,377.28539873240845,14860.767712335726,5518.618688904268,142.44523117873027,3.392702887724134
R004,Q022,49.76946855251722,693.5200069212135,78.37945057114214,12630.777133652546,5890.584215473701,153.88306575413077,3.487712764526352
R004,Q023,309.6304248616405,712.3601617159679,54.969577118136804,12993.518153294743,5645.695342957711,106.62052078236613,2.527731066656558
R004,Q024,188.3772810080876,764.3866822492396,111.65196760340521,13637.192856302941,29488.22087149623,107.767343235146,2.9895480384839277
R004,Q025,245.97967395701622,582.3443998185267,562.8832387541268,10094.880534211388,7011.446760885761,131.69186539763112,3.445533317617004
R004,Q026,153.50895739337167,770.6841116826012,79.06029348900549,18114.772949170518,5654.2472314030265,145.37148052014783,3.7156832244586675
R004,Q027,230.58404107830185,972.5739046468397,152.1613422860858,17758.55835928131,7228.517431657982,192.64643448256578,4.157338216623979
R004,Q028,178.3647947325929,614.7991541959049,61.137067736454185,12392.140735159523,5571.537564323286,146.27365614875453,3.163392428616556
R004,Q029,182.6745740380965,707.61288852027,108.30549423612842,12312.808940286533,5796.842392595398,149.65955919371964,3.678339654982103
R004,Q030,160.57085663345015,626.383269252939,78.09770987521978,13145.001027006427,5766.908456283681,153.08377825090847,4.093686552507182
R004,Q031,208.9904304029254,604.5676140846448,131.08131526456742,10056.346254977501,5628.6898668391395,129.80202246412088,3.191986380380395
R004,Q032,130.78990786754153,608.3148855650337,43.49819580589007,13632.583210822519,5466.850680320521,135.32380852573027,3.8189309848768405
R004,Q033,307.3206794213497,766.103778870722,75.76814111179674,12337.747120118811,6541.960044590504,184.15849641457555,3.8725831747052823
R004,Q034,122.93494214420895,712.6780479290771,61.815289125713974,11786.758078453973,5630.056521874306,152.53568734252818,3.4838083041193157
R004,Q035,135.49538737536417,612.4548962984948,79.02908393325667,11983.916054445643,6398.1510121184165,149.95056975858674,4.056580233264708
R004,Q036,182.44999314880778,544.2618854926367,36.17349603300086,8143.868859454946,9094.808010878129,105.67355619896294,2.7126525367310785
R004,Q037,109.26115503691145,500.17496938571406,97.8723533109774,8493.459719101516,5723.920450828859,133.76344773389388,2.7747456803227166
R004,Q038,73.4234295031225,512.7816299361747,45.81662092005904,9138.187347608933,5428.9260646315715,109.66776967878792,3.0022277385021647
R004,Q039,56.674509261219015,642.5488308292219,69.49850181578734,12182.173082007988,5677.571037201116,129.75137735297713,3.4021027382252766
R004,Q040,183.51839144892264,574.1828976902743,49.951055317626334,9515.923339329715,5615.9694649117855,132.0759412713093,3.4522613231524026
R005,Q020,231.9051530259731,1045.6136953961534,166.25912436158862,22050.86445017519,3967.373202499896,188.4262367004837,4.1090865001936345
R005,Q041,190.68822721919673,758.0,131.93402079580872,13264.246680456452,2845.376395943104,108.31887397308134,3.001815074546706
R005,Q062,268.38405317753137,568.1971488840824,120.06967040007225,13387.182974771054,25174.611861882837,146.69809618243667,3.1346102676430054
R005,Q001,219.75213309544915,847.324613120615,154.79310276986047,18576.1132909982,2387.096297246358,143.69019956725867,3.70415486685372
R005,Q002,194.93588689617928,715.1727064143317,145.18147674528524,17382.879767173217,13463.219811473618,116.49987845144456,3.623159877067093
R005,Q003,298.44094893295056,929.2351693731787,170.9286575124203,16616.78103604907,2600.983454092359,163.10293521556758,3.420439945206174
R005,Q004,244.4135839105511,855.1456016375223,148.62790820741992,15817.339757367545,7431.110516876005,124.21046909620091,3.2850903122272666
R005,Q005,222.9910312097776,550.2935580215345,98.3339280988955,11613.78745285103,23653.472284033945,147.40205179153645,3.2057419177626434
R005,Q006,290.71979636756765,742.6647965266699,138.1236283286561,10468.993313590376,3041.3832939441086,156.65787388832902,3.2272913535139813
R005,Q007,192.57985356729296,731.2058533682564,129.6799202541716,12235.280258334911,1379.3368117240093,128.78384179705301,3.179443497882868
R005,Q008,288.85290374167954,812.3724515270075,146.60393088718152,17662.48162065569,7851.4296409561375,150.0508687969041,3.747888606423159
R005,Q009,114.65600725648875,465.95171423657195,223.87680438255546,11539.863864015035,3423.1470895108364,96.28943239503413,2.90199421646092
R005,Q010,243.81140252252354,743.6860896910739,317.65404426821294,12538.103564734181,3813.7053762024316,136.4693289412805,3.4703070891433527
R005,Q011,221.25550840600556,918.1688297911229,125.17595870684887,15491.773236140529,3561.478448153539,170.8926866485397,4.1429689381698465
R005,Q012,111.476454913134,520.0346142325528,164.13706119951314,15435.464424499834,76334.18674243857,128.41084332280818,3.071467296592277
R005,Q013,200.99253717489114,467.8867384314285,104.57616601635196,8778.290551126684,553.1255766390387,117.50001310749384,2.942702934080096
R005,Q014,226.91408065609326,851.2990073998677,145.9028896057988,18077.073076137076,821.7059854062419,142.72642828344954,3.1744878870941484
R005,Q015,201.30573762314873,595.0579803682999,86.77361016900365,10278.078468274116,679.0047935571316,133.24839209398874,2.9242129878530245
R005,Q016,272.9468812791236,1037.907992068661,151.9587247689176,17242.178197664005,1326.3229615241714,171.13255198694358,3.524256553995712
R005,Q017,134.85547819795826,587.095392589654,140.04801539506232,9170.350320462136,3084.748813929355,142.64621452645434,3.422494215412584
R005,Q018,259.8557292037257,776.6195980014926,134.7096680688941,13465.717099360138,652.0491940294983,125.01016970660024,3.330575519250845
R005,Q019,311.8044258826356,708.7100958784205,100.26346640121886,10607.133967288242,955.3018430565512,142.22788485635004,3.8411769073128097
R005,Q042,300.01499962501873,666.4030312055911,170.61189115206483,10381.498735731753,5946.12139361533,141.70086022394904,3.07172062141428
R005,Q043,244.35425103730034,659.1244192108194,106.4162796578525,11866.899890030252,3048.6364469827063,122.58893804400054,2.6676075317483035
R005,Q044,125.35549449465708,556.1897158344444,131.38305588483593,12871.649816554209,1322.8265590143437,122.90490517708211,2.662662534350903
R005,Q045,280.6243040080456,827.3554254369762,145.67249907788798,13852.415601619812,8640.592197818503,157.27966932257422,4.033398224952829
R005,Q046,247.5681724293331,865.6864328381264,156.1824742792183,15569.352009637396,1555.7406640192803,185.64531235804952,3.6826626565539238
R005,Q047,210.67985190805504,948.6806628154703,226.05646748192035,23266.848733767107,14209.172925714378,163.77273783790193,3.378684427293062
R005,Q048,305.0950671512078,856.703566001683,147.40844817464807,13923.656344509513,34633.95541217986,142.7007390563212,2.853454266164535
R005,Q049,195.36376327251685,1177.2841628086228,157.68144008756292,19909.519707918622,1541.93593756101,134.2165161891718,3.5095282867717392
R005,Q050,250.3517525403008,928.503634887877,172.3552964442553,14500.672156834662,4049.686866274779,132.73010311777938,3.428838090425587
R005,Q051,61.806148561449774,417.5835245792152,108.72151460925326,10203.378999135532,3885.0901014538804,111.66506853237695,2.3812071598621136
R005,Q052,120.3827230128975,474.1940531048444,79.4077024093187,8895.759101954143,1953.8157784845268,70.71786849060065,1.6287983593317588
R005,Q053,226.77301426757109,589.1171360603934,139.61172485740022,9701.486226346971,7435.1303179788365,154.18485468148694,3.207472800519458
R005,Q054,181.02209809854708,510.39102656688624,128.3381981662782,14125.701009153492,706.9847780061897,112.41397112852292,2.7176278856058738
R005,Q055,79.66178506661774,476.9339576922574,124.09847867558983,13209.090316899192,905.3340205118204,150.95877619956767,3.5377649740549937
R005,Q056,186.83415105381565,590.7004316910561,146.97416058444276,13412.77439607481,751.3269279913451,131.43860281727913,2.744531087097233
R005,Q057,375.59419590829674,722.6811191666765,141.89235962449223,11469.154763974546,1114.065317887301,146.89250303797263,3.3764963944708133
R005,Q058,183.86679961319825,818.0330066690464,147.6849492309893,15252.309234997827,1073.5851185507943,146.5698453423286,3.516383851366389
R005,Q059,218.29109006095507,830.8357238347422,171.79160218553898,14969.529752133165,1246.7283365613885,196.7873079080322,3.8497485243416083
R005,Q060,323.8410103739179,645.3526167917815,141.85854279141438,12157.653515378697,764.4644777948114,160.10015996514892,3.5647323486571745
R005,Q061,208.58091954922435,871.5428847738934,137.4767583368711,26263.371337282653,264093.31610561034,119.45473632806107,2.717957340124105
R005,Q063,203.45269720502603,770.5614835949173,139.89817309958585,18342.81832216631,517.1649513913771,121.23558412312087,2.950241435252685
R005,Q064,78.5175139698144,646.615805559994,149.2224916038475,10778.65483258463,2405.479299060753,154.07762358523425,3.6907117508500553
R005,Q065,508.58529274842385,749.079435040103,153.26114581205852,13634.074629398212,1370.8366039867644,145.08723150394823,3.8339605873016236
R005,Q066,170.52272575818156,435.3894808099984,71.43983002755982,8121.897623092771,514.329426010273,80.60973387292636,2.3425524217895357
R005,Q067,260.6108209572273,762.2171606569875,150.3759708111954,12674.057479749727,6556.203229565361,135.55049451861152,3.265499133314711
R005,Q068,291.8081561574316,885.9367923277597,191.51053970122817,14779.055619355386,3492.8887852642583,153.31727205269803,3.7738044423754418
R005,Q069,148.85563476066332,609.8122661934573,98.6793385130186,12021.741512775925,30001.729705202928,194.104523106222,4.167164365660748
R005,Q070,235.197789105255,685.5122172507212,277.64200157337416,11104.008465414641,10997.662462980643,153.88081286953962,3.2932907073700384
R005,Q071,274.39387748271645,701.4705981008755,692.9877214514019,24393.35815339905,17209.29281498368,167.59034058660652,3.5312688295422685
R005,Q072,227.3103605205887,619.1074220197978,135.17824133748513,10783.003338588001,8460.748310310257,145.05605444266826,3.571828484536115
R005,Q073,261.44597912379527,667.8263247282185,142.17443303608547,12826.704136293158,31316.617477817934,132.16827784139542,3.839637065247545
R005,Q074,206.96618081222834,465.55128611142294,137.6037304975624,7358.147389119084,681.3055903079977,107.88412217519453,2.665635412678107
R005,Q075,100.89598604503551,536.0960734793717,129.46321746224737,11022.548797805342,1675.119932690655,110.96774452848952,2.4353905543655614
R005,Q076,353.24778838656584,829.0548835873292,141.9485999024245,12952.545193899152,1624.3892453326334,139.07002629729053,3.5741875407792607
R005,Q077,60.05830500438719,536.7122133881434,92.51894427650429,15203.436618080796,525.000602281363,128.37244002432064,3.2860923397427535
R005,Q078,260.434252739535,764.4409722143365,131.91934678923354,12090.662926407304,2615.378189114857,139.78323866367927,3.393522825325542
R005,Q079,220.013635941048,775.9027000855198,126.39990778627144,11692.489298690849,651.8752033996791,90.15886639318012,2.8040541175400526
R005,Q080,196.44337606547083,659.1206262893007,119.53393726205897,8131.990777171356,635.6611599583032,100.20503436724945,2.5104579923563337
R005,Q081,62.81719509815764,569.6621805947802,106.42055126996716,8653.670435139069,6900.170423839376,189.31134308432246,3.557649661617934
R005,Q082,216.74178185112348,751.9301829292398,147.74166300551863,14225.608141657776,2700.1630495389386,127.47059750765182,2.6467374860151556
R005,Q083,301.8691769624716,1037.2174313999933,161.32695077744435,19717.68756725798,1695.7725007503852,227.7602944745506,5.099605511518415
R005,Q084,157.42617317333227,512.6119389947917,146.60674387930024,20282.64351607058,2239.042545099026,135.75258838036814,3.2076510743502697
R005,Q085,204.30859012777705,565.0522099770958,122.9407257821713,7988.697515865775,1780.885164799724,123.1067392283939,2.785519538772234
R005,Q086,258.667740547599,764.6862101542043,149.1088520832361,12447.711556748092,1481.4560135784213,177.70906186956037,3.840559998871178
R005,Q087,342.0438568371021,815.8921497354904,112.46084597067592,11934.817510125573,12918.630733904543,126.57933552189556,3.1988971510487536
R005,Q088,234.2178473131371,559.2673779150721,118.19949476526877,7646.029950242151,1861.1794043676105,121.36841010548453,3.0430299784781067
R005,Q089,214.12846611321905,898.8959895338281,142.92573563704093,14527.780215848532,964.0234782043657,142.67661067091967,3.6903734304760434
R005,Q090,306.6936582324454,875.7670923253511,132.04339155784103,12807.361828261119,3883.005994843869,152.07971860801925,3.5325141537699576
R005,Q091,245.2223480843457,680.0992574617326,86.4680257353756,12246.922552216945,3943.8207133328633,146.03042064884022,3.370700930481284
R005,Q092,288.65030746562525,684.4486832480577,148.1299020524474,17969.98069002858,670.4179890461762,120.14746796058951,2.604628378239151
R005,Q093,91.32907532653553,390.3985143414355,120.27532757195344,9519.280434990871,548.3796506460264,121.50456058420126,2.7636892030512494
R005,Q094,208.25225088819568,1158.5840496053793,154.11069502826663,44283.526835607845,2000.4293956357535,177.56687054632,3.9136684490310043
R005,Q095,195.79070458017154,576.3705405379425,136.5715948422883,10684.392729584588,1580.914056405173,140.21978265293862,3.622069265791112
R005,Q096,225.03110896051683,549.2303706096377,150.9279657551079,8338.37783984391,20265.90379934552,147.7564778863087,2.80016114253855
R005,Q097,160.80422880011582,591.4093337105866,1281.1996398835222,10926.247297219663,30678.49083852783,137.65873908667913,3.593276442754545
R005,Q098,277.75528797846493,602.0597976945479,343.75911797524435,16759.904653666737,2609.901041277426,140.3146254980004,2.7295798277421803
R005,Q099,207.6872648960451,930.6390277653308,142.34788562411043,14588.004387166875,1157.498233313532,139.63451794774545,3.484985774432583
R005,Q100,273.8612787525831,917.1788266199782,135.80068300746422,15868.555195732219,90117.88461757138,182.36553959650422,3.6759961542044417
R005,Q021,193.09065228539677,535.7434087322027,283.4659563798776,9978.554153784004,1088.1922273079701,129.59648698138815,3.4803208399509002
R005,Q022,167.55297669692413,895.8202944787531,151.04973895674226,16330.84336462756,1791.0120527930806,159.5642717744519,3.273833246222941
R005,Q023,367.48061173346275,627.3236804074911,120.59005444481598,9789.995301326759,690.0624253615083,129.43424547747713,2.6663218183178636
R005,Q024,17.52141546793523,573.1064473551139,115.15172697066264,9164.922640153598,28533.599669170766,119.80757592472673,2.8990575674557966
R005,Q025,356.8290907423328,818.7288928577029,577.4813193262958,12429.25062101493,4212.301661605629,168.29853959069234,3.43392424421236
R005,Q026,193.74725804511402,987.5798701877231,154.7348522629798,21216.000542043734,833.5724903432132,146.0197015571793,3.754764088431993
R005,Q027,316.86590223626143,1139.4024749841471,201.7109226404026,19935.66078664061,4550.661959829496,207.0812124233995,4.151250586979398
R005,Q028,313.32570912709986,789.5302400795044,139.38881377650475,13298.344934614985,692.6455698414894,168.24008970568678,3.328155667415225
R005,Q029,299.8683044271268,926.0593933436451,171.85802514319118,13659.467412750762,1513.4043091394599,160.40588165363553,3.223358142915937
R005,Q030,273.2178617879878,835.6027764434486,150.81505567839017,15743.59495159857,1366.6302292861767,126.92717934853141,3.2524303286035905
R005,Q031,329.8545133843101,554.6800879786474,141.41873941221723,8723.444503176483,693.4623300881836,148.1794965622763,3.143815852704029
R005,Q032,252.92093626269852,786.6733756776061,130.0863641904022,13907.491973752853,1223.3883306569242,123.99393019210463,3.1277103510690845
R005,Q033,175.7583568425695,887.7955845801442,151.10487442491726,14171.420112324664,3344.106574307115,198.17157524141228,3.9634497282690533
R005,Q034,187.12028217165556,867.0282579016672,132.72961128078717,13093.009279764527,796.1310530650245,183.49389371959492,3.5028287418306396
R005,Q035,248.1612379079376,763.5672858366838,143.32217762377806,13257.098702204792,3158.1333942170786,152.2356424963912,3.1553030933971478
R005,Q036,284.0616130349189,650.3206901214201,112.96263871970854,9961.995181689259,7183.407562081389,131.29990927189695,3.0932741925672005
R005,Q037,224.62190454183227,774.8941863248168,160.43277711574441,13190.869493706623,1350.963110758741,149.99476703373352,2.6025040820519245
R005,Q038,238.74672772626644,581.890883241867,114.336926319953,9939.010413517031,1472.311441232104,125.41453611734603,3.1726757024609085
R005,Q039,176.02556632489498,718.4337130174224,147.50816451755503,13978.953573139872,803.345468322035,113.03338409011828,2.791781921085727
R005,Q040,275.5685032800374,646.1346608873416,131.18219720707552,10166.884134286178,936.4137169531758,110.57923674251622,2.662573285104067
R006,Q020,94.64671151181112,651.043777329912,78.03617751250397,16969.594249716167,3934.35567868567,175.87527373941782,3.9836696671821104
R006,Q041,52.478567053607705,398.060296940049,30.362141353442627,9091.779033830508,2793.6974523118806,82.62925230781678,2.729512553987583
R006,Q062,147.3499236511509,610.3130344339698,35.015819735258845,13402.47193617655,25202.72971866443,152.4519541384389,3.182235519073577
R006,Q001,78.39005038906404,546.2169898492723,51.14181189684161,13435.948831400035,2286.7815708898747,145.24765677932064,3.6853420560854446
R006,Q002,44.15880433163923,463.11337704713304,42.83718549761868,11274.282105748463,13442.02197755877,113.43185381148942,3.4759757933472573
R006,Q003,142.67795905464865,629.5268064189165,86.82280565629308,14481.966510111808,2531.5442575613015,156.17379895847176,3.4316037544224667
R006,Q004,52.28766584960549,513.2854956064899,39.51954382502895,10596.31667137218,7462.080768363895,106.4801581781088,3.393691722934636
R006,Q005,31.575306807693888,535.7135428566278,39.36849622039869,11014.501849834154,23647.80738776514,133.32390750477484,3.3620807906657335
R006,Q006,158.29718885690926,449.84552904302603,65.33559893835124,12474.217690901502,2941.280932300836,148.8962375500165,3.0598553662869965
R006,Q007,35.25620512760839,457.71388443000063,25.753679779236993,10255.43178028112,1280.6845461720811,126.80106816161813,3.21523953061579
R006,Q008,137.01824696003084,473.38250918258484,43.708055669157986,11815.716440402588,7825.63595156219,161.14926759927312,4.042102932214008
R006,Q009,98.69143833180262,765.206508074781,291.7473557846456,14126.714196868286,3693.5736268403143,99.30469811509204,2.459687582128039
R006,Q010,37.656340767525464,469.1023342512804,287.6741732100843,12043.01428214714,3758.6326849101174,137.76832677747632,3.3208333504733103
R006,Q011,140.46351839534705,613.1019491079767,97.0386255490618,14187.640677716645,3557.1853953644495,181.6370643333058,4.512876184169794
R006,Q012,213.97897092938828,815.3097570862254,219.1300171229144,18490.155272468644,76768.84357913492,116.19990729902638,2.9672305833580914
R006,Q013,109.59014554237986,529.3203188996243,42.39393689083495,10409.722426654806,500.7271827537796,126.09231510015098,3.5246304413760554
R006,Q014,53.009433122794285,509.28773792425045,39.9755471225143,12127.934490258429,492.83981056416656,134.26766396258418,3.412656032326221
R006,Q015,125.61050911448453,508.00787395472526,44.683126217370315,14601.153276368275,841.972514474992,135.93912425671363,2.9749306271665894
R006,Q016,135.16656391282572,700.3477707539305,67.92082370986732,16528.970355106816,1230.314631594286,176.7695213717187,3.6434321362348867
R006,Q017,92.1845974119321,470.19038697106515,56.34631782680084,11382.041073550912,3029.179566974879,136.48704539335773,3.603498388465926
R006,Q018,98.86859966642594,439.55204470005594,28.52512825428722,10027.031913781864,437.65583325616694,118.58169684100808,3.0729831416955355
R006,Q019,182.2361105818493,653.6895287519909,67.95202428027945,15083.957604024217,1024.2793661214998,159.73502406376974,4.01926532232662
R006,Q042,170.49046894181504,538.7401971265928,107.68146421760463,13073.09978543727,5955.111167111226,131.95047801333203,3.1608632667200363
R006,Q043,91.14274518577987,477.13834471775584,25.96320110062188,9461.890667303232,2928.8723469254574,109.98109212935618,2.600688632057431
R006,Q044,173.34935823359717,619.469934702242,30.02422451427355,14251.398983959434,1196.561444181188,113.99871534932672,2.4938410683855885
R006,Q045,125.17987058628876,538.394836527989,45.23270776699237,15925.645355840372,8619.962816725258,136.59814960525168,3.729388087140363
R006,Q046,90.0222194794152,503.2623570266308,54.49705679183352,12412.132612891308,1388.327545142305,187.32879324954763,3.944766854309984
R006,Q047,180.45498053531247,675.8971815298537,168.19641944842263,18963.360303490517,14210.313678558869,148.793113473669,3.759913924450052
R006,Q048,138.69751259485514,481.39900290715184,63.46695411231744,11326.688571687668,34687.58106810354,140.0175589262002,2.9434352350766755
R006,Q049,98.1580358401695,906.9740900378576,69.20002007098319,16922.414219017333,1471.4009886691808,126.07863228674944,3.441581265349897
R006,Q050,118.85285019720814,616.4957420777536,98.95422425938727,12839.289193720968,4023.6311620984657,128.6063332085693,3.408694924901411
R006,Q051,151.62453627299243,443.5538298786293,42.285586808509926,9243.676162653039,3885.2483450781588,100.75679947812742,2.83728573174874
R006,Q052,143.26897780049944,364.9301302989382,54.10499563666132,8498.438327128108,1846.7282738731221,76.12458027912778,2.0537753360998607
R006,Q053,176.47662734764623,552.8318008219136,81.92080613550219,10402.440434821052,7418.683172268545,142.94650211072204,3.0271003354367294
R006,Q054,50.84289527554464,539.7527211603476,29.5899980764974,12391.099507307654,500.6172229785872,110.58489822916837,2.9601916183755277
R006,Q055,151.78273946664686,675.197748811413,43.81617389074102,15480.485554400417,716.1839442843017,155.40433241298732,3.7080052903101244
R006,Q056,63.23764701504951,503.76085596242984,45.99245184301711,11801.705936007726,451.72359102517254,135.37082433771621,3.177357103725878
R006,Q057,261.11491722994305,520.8473864770755,38.45109915816115,12451.11549219587,981.8133483083459,167.8381932633214,3.735373221706615
R006,Q058,63.80438856379708,483.4004551094258,55.38246414909591,10586.764803281501,863.9602622810924,131.30897205492622,3.389492256490436
R006,Q059,222.74424796164772,571.7446982701283,96.64577833156109,11015.50339294578,1110.9143811871645,201.27394187614027,4.214586171139757
R006,Q060,156.31058825300352,484.23547990621256,54.41383573247065,9355.112345664267,433.2654103856334,148.05015961977767,3.4722294618127933
R006,Q061,407.44570190394694,801.5179349209848,38.802246831362226,22761.360987427794,264101.6432730644,129.12186158651602,2.9458888572883914
R006,Q063,66.88049042882386,558.3054719416602,38.81375600018737,14168.75520291038,304.5704745296854,115.15278266859487,3.1213784322143243
R006,Q064,139.6030085635693,524.1488338248975,88.29835677223181,11444.40562021462,2413.6725067608827,145.27950278914795,3.6103107151738745
R006,Q065,434.48935545074056,526.8263471012057,63.09150158344969,11037.352807625568,1237.456392475288,148.52591488911875,3.69051663769556
R006,Q066,55.89275444992848,430.01627876163013,79.22515688074458,8261.730508797778,409.4653806202622,68.26953009658328,1.0104008032385545
R006,Q067,142.0,470.60917968097476,47.650021914545626,10833.155265203208,6531.738712434332,130.77880690279986,3.207033640642131
R006,Q068,148.2902559172382,558.11289180595,128.57950589089987,10543.62997264225,3440.9047701526392,143.98731674265392,3.897362875072309
R006,Q069,245.76411454889015,902.0992184898511,70.42618114267738,17688.392210712653,30396.330415915287,196.94373491560498,4.097863871067877
R006,Q070,38.8587184554509,435.3469880451684,251.4920279817671,10944.360465554852,10980.654958234203,145.95221259206434,3.382130121468546
R006,Q071,176.24414883904657,459.18514784343796,678.6318032423032,18127.151017189655,17198.89750292745,170.41537870856868,3.1108197130964377
R006,Q072,55.154328932550705,601.2902793160721,96.84951099717607,14671.647044555019,8477.232657838527,128.65797127970802,3.540730229060837
R006,Q073,76.91553809211764,480.2103705669006,50.17266952642799,10335.90823295176,31311.385854611875,124.43105741302509,3.993041286052029
R006,Q074,108.4020295012967,394.60106436754575,32.66977115680927,8928.299670149967,408.70515201705604,99.67869210755138,2.447171432115795
R006,Q075,127.06691150728422,492.1615588401841,75.75749269372011,10726.921366356704,1710.7779155942258,115.41019017764583,3.1218300987653875
R006,Q076,196.5858591048705,547.4449744038208,42.05332068176496,13131.021704345781,1455.2032503202024,142.02013926854127,3.432789588616332
R006,Q077,181.64525867745627,617.1369378023,46.10057230276935,15261.31327900715,577.5685740095332,127.00121532210407,3.345240467810721
R006,Q078,64.85368146836385,453.77747850681175,54.01203536534406,12790.602956858602,2465.739610548297,146.42314538191468,3.5419820892822638
R006,Q079,105.57461816175325,602.9784407422873,25.007471106724328,10513.999429332303,249.40278125342618,89.46059484292692,2.9448161357582703
R006,Q080,99.68951800465283,564.7884559726765,19.926461392930246,9839.868901565711,422.09549586373873,90.99769954527048,2.5929242698408075
R006,Q081,166.5232716469383,855.0374260814552,61.85056454706789,15464.47845871305,7318.983975605571,194.20408513445133,3.8305666491582047
R006,Q082,90.82400563727631,552.8173296849511,49.13437595895211,12873.41372752387,2582.765400960615,145.99965777514137,3.1970559030139545
R006,Q083,199.87746246137908,764.8150103129515,63.16948364235509,15400.858774756685,1561.6666669681076,230.1772310295062,5.1634753428597495
R006,Q084,288.5810111563129,582.715196300903,67.80490009851846,18384.323321786964,2176.196906477291,114.45996200412247,3.0415409730041194
R006,Q085,17.320508075688775,527.5755870015215,34.3534634858223,10152.751252739328,1686.6008947605683,107.37839667519256,3.0038962955444695
R006,Q086,100.74224535913422,514.2674401515227,79.41114142021925,11822.1563599878,1367.684890173222,174.70059178558506,4.202109399867724
R006,Q087,168.78388548673715,593.9696961966999,38.41438216183502,13574.109657727095,13353.53217468838,117.63317601857845,3.010526501996505
R006,Q088,128.64680330268607,664.5329186729579,160.75855748673246,13308.91693564882,2321.8744898365594,136.59429317550948,3.275220417363057
R006,Q089,36.701498607005135,553.7905741343021,41.61774526193571,13766.32659789822,729.9075757691329,136.50602930486127,3.5742080013654585
